event_id,unit_id,event_type,event_time,from_branch_id,to_branch_id,request_id
E0019387,U0023726,ISSUED,2026-07-23T08:54:44.750047+05:30,BR01,BR01,R012197
E0019388,U0018982,ISSUED,2026-07-23T11:16:04.088463+05:30,BR05,BR05,R012198
E0019389,U0023036,ISSUED,2026-07-23T09:43:17.844772+05:30,BR06,BR06,R012199
E0019390,U0018500,ISSUED,2026-07-23T08:42:17.901034+05:30,BR03,BR03,R012200
E0019391,U0016132,ISSUED,2026-07-23T10:51:48.699442+05:30,BR02,BR02,R012201
E0019392,U0017580,ISSUED,2026-07-23T10:51:48.699442+05:30,BR02,BR02,R012201
E0019393,U0017605,ISSUED,2026-07-23T10:51:48.699442+05:30,BR02,BR02,R012201
E0019394,U0022393,ISSUED,2026-07-23T11:08:53.071732+05:30,BR04,BR04,R012202
E0019395,U0023984,ISSUED,2026-07-23T11:35:47.577334+05:30,BR01,BR01,R012203
E0019396,U0023566,ISSUED,2026-07-23T12:01:16.855433+05:30,BR02,BR02,R012204
E0019397,U0017265,ISSUED,2026-07-23T10:09:07.286062+05:30,BR03,BR03,R012205
E0019398,U0018681,ISSUED,2026-07-23T12:17:41.604298+05:30,BR03,BR03,R012206
E0019399,U0018685,ISSUED,2026-07-23T10:07:29.178381+05:30,BR03,BR03,R012207
E0019400,U0017302,ISSUED,2026-07-23T10:07:29.178381+05:30,BR03,BR03,R012207
E0019401,U0012663,ISSUED,2026-07-23T10:43:13.273747+05:30,BR04,BR04,R012208
E0019402,U0020230,ISSUED,2026-07-23T10:48:18.995975+05:30,BR01,BR01,R012209
E0019403,U0017943,ISSUED,2026-07-23T11:25:18.198751+05:30,BR05,BR05,R012210
E0019404,U0019897,ISSUED,2026-07-23T11:06:23.398599+05:30,BR05,BR05,R012211
E0019405,U0024216,ISSUED,2026-07-23T12:30:09.033592+05:30,BR04,BR04,R012212
E0019406,U0024310,ISSUED,2026-07-23T12:47:39.928743+05:30,BR04,BR02,R012213
E0019407,U0024288,ISSUED,2026-07-23T13:00:15.286273+05:30,BR05,BR05,R012214
E0019408,U0023792,ISSUED,2026-07-23T10:56:28.850321+05:30,BR01,BR01,R012215
E0019409,U0023795,ISSUED,2026-07-23T10:56:28.850321+05:30,BR01,BR01,R012215
E0019410,U0021649,ISSUED,2026-07-23T11:57:42.731687+05:30,BR01,BR01,R012216
E0019411,U0020248,ISSUED,2026-07-23T11:57:42.731687+05:30,BR01,BR01,R012216
E0019412,U0020264,ISSUED,2026-07-23T11:57:42.731687+05:30,BR01,BR01,R012216
E0019413,U0024386,ISSUED,2026-07-23T12:38:11.313983+05:30,BR02,BR02,R012217
E0019414,U0017611,ISSUED,2026-07-23T12:23:19.614006+05:30,BR02,BR02,R012218
E0019415,U0017619,ISSUED,2026-07-23T12:23:19.614006+05:30,BR02,BR02,R012218
E0019416,U0017677,ISSUED,2026-07-23T12:23:19.614006+05:30,BR02,BR02,R012218
E0019417,U0023842,ISSUED,2026-07-23T12:49:36.786064+05:30,BR03,BR03,R012219
E0019418,U0023959,ISSUED,2026-07-23T12:49:36.786064+05:30,BR03,BR03,R012219
E0019419,U0005123,ISSUED,2026-07-23T12:18:23.303209+05:30,BR02,BR02,R012220
E0019420,U0024274,ISSUED,2026-07-23T12:38:40.136634+05:30,BR01,BR01,R012221
E0019421,U0024281,ISSUED,2026-07-23T12:38:40.136634+05:30,BR01,BR01,R012221
E0019422,U0020269,ISSUED,2026-07-23T13:01:33.856135+05:30,BR01,BR01,R012222
E0019423,U0005854,ISSUED,2026-07-23T14:06:16.520322+05:30,BR03,BR03,R012223
E0019424,U0021591,ISSUED,2026-07-23T12:10:57.220741+05:30,BR06,BR06,R012224
E0019425,U0018984,ISSUED,2026-07-23T12:49:29.544304+05:30,BR03,BR03,R012225
E0019426,U0021709,ISSUED,2026-07-23T14:18:40.637552+05:30,BR01,BR01,R012226
E0019427,U0021737,ISSUED,2026-07-23T14:18:40.637552+05:30,BR01,BR01,R012226
E0019428,U0022174,ISSUED,2026-07-23T12:55:31.529697+05:30,BR01,BR01,R012227
E0019429,U0022264,ISSUED,2026-07-23T12:55:31.529697+05:30,BR01,BR01,R012227
E0019430,U0020869,ISSUED,2026-07-23T12:55:31.529697+05:30,BR01,BR01,R012227
E0019431,U0020366,ISSUED,2026-07-23T15:39:08.777241+05:30,BR01,BR01,R012228
E0019432,U0021787,ISSUED,2026-07-23T15:39:08.777241+05:30,BR01,BR01,R012228
E0019433,U0024533,ISSUED,2026-07-23T15:57:02.043284+05:30,BR04,BR04,R012229
E0019434,U0023611,ISSUED,2026-07-23T15:57:02.043284+05:30,BR04,BR04,R012229
E0019435,U0023688,ISSUED,2026-07-23T15:57:02.043284+05:30,BR04,BR04,R012229
E0019436,U0019467,ISSUED,2026-07-23T15:14:17.379571+05:30,BR03,BR03,R012230
E0019437,U0018112,ISSUED,2026-07-23T15:14:17.379571+05:30,BR03,BR03,R012230
E0019438,U0024269,ISSUED,2026-07-23T15:13:59.786890+05:30,BR01,BR01,R012231
E0019439,U0024452,ISSUED,2026-07-23T15:13:59.786890+05:30,BR04,BR01,R012231
E0019440,U0024215,ISSUED,2026-07-23T15:13:59.786890+05:30,BR04,BR01,R012231
E0019441,U0020870,ISSUED,2026-07-23T14:54:09.778346+05:30,BR01,BR01,R012232
E0019442,U0022295,ISSUED,2026-07-23T15:09:16.813977+05:30,BR01,BR01,R012233
E0019443,U0024309,ISSUED,2026-07-23T17:10:35.003435+05:30,BR04,BR06,R012234
E0019444,U0024387,ISSUED,2026-07-23T14:54:17.284100+05:30,BR02,BR01,R012235
E0019445,U0024587,ISSUED,2026-07-23T14:54:17.284100+05:30,BR05,BR01,R012235
E0019446,U0024407,ISSUED,2026-07-23T15:30:04.668502+05:30,BR04,BR05,R012236
E0019447,U0021800,ISSUED,2026-07-23T15:47:49.831648+05:30,BR01,BR01,R012237
E0019448,U0021801,ISSUED,2026-07-23T15:47:49.831648+05:30,BR01,BR01,R012237
E0019449,U0021806,ISSUED,2026-07-23T15:47:49.831648+05:30,BR01,BR01,R012237
E0019450,U0022323,ISSUED,2026-07-23T14:34:26.303083+05:30,BR01,BR01,R012238
E0019451,U0020394,ISSUED,2026-07-23T13:51:09.826104+05:30,BR01,BR01,R012239
E0019452,U0021810,ISSUED,2026-07-23T13:51:09.826104+05:30,BR01,BR01,R012239
E0019453,U0020170,ISSUED,2026-07-23T13:52:16.171584+05:30,BR05,BR05,R012240
E0019454,U0021581,ISSUED,2026-07-23T13:52:16.171584+05:30,BR05,BR05,R012240
E0019455,U0020729,ISSUED,2026-07-23T14:50:41.585136+05:30,BR05,BR05,R012241
E0019456,U0022146,ISSUED,2026-07-23T14:50:41.585136+05:30,BR05,BR05,R012241
E0019457,U0020194,ISSUED,2026-07-23T13:51:07.370367+05:30,BR05,BR05,R012242
E0019458,U0024045,ISSUED,2026-07-23T16:29:55.558952+05:30,BR01,BR01,R012243
E0019459,U0024596,ISSUED,2026-07-23T14:38:11.314566+05:30,BR01,BR01,R012244
E0019460,U0023817,ISSUED,2026-07-23T14:38:11.314566+05:30,BR01,BR01,R012244
E0019461,U0023830,ISSUED,2026-07-23T14:38:11.314566+05:30,BR01,BR01,R012244
E0019462,U0023064,ISSUED,2026-07-23T14:29:14.037069+05:30,BR06,BR06,R012245
E0019463,U0021615,ISSUED,2026-07-23T16:39:12.050022+05:30,BR06,BR06,R012246
E0019464,U0023884,ISSUED,2026-07-23T17:24:42.112231+05:30,BR01,BR01,R012247
E0019465,U0023903,ISSUED,2026-07-23T17:24:42.112231+05:30,BR01,BR01,R012247
E0019466,U0023986,ISSUED,2026-07-23T17:24:42.112231+05:30,BR01,BR01,R012247
E0019467,U0023996,ISSUED,2026-07-23T16:36:13.820117+05:30,BR01,BR01,R012248
E0019468,U0019027,ISSUED,2026-07-23T16:10:34.022418+05:30,BR05,BR05,R012249
E0019469,U0017678,ISSUED,2026-07-23T16:10:34.022418+05:30,BR05,BR05,R012249
E0019470,U0017736,ISSUED,2026-07-23T16:10:34.022418+05:30,BR05,BR05,R012249
E0019471,U0024330,ISSUED,2026-07-23T18:27:16.408306+05:30,BR01,BR01,R012250
E0019472,U0024360,ISSUED,2026-07-23T18:27:16.408306+05:30,BR01,BR01,R012250
E0019473,U0018097,ISSUED,2026-07-23T15:48:05.563464+05:30,BR03,BR03,R012251
E0019474,U0019551,ISSUED,2026-07-23T15:48:05.563464+05:30,BR03,BR03,R012251
E0019475,U0020228,ISSUED,2026-07-23T16:07:17.771709+05:30,BR05,BR05,R012252
E0019476,U0020261,ISSUED,2026-07-23T16:07:17.771709+05:30,BR05,BR05,R012252
E0019477,U0024438,ISSUED,2026-07-23T18:32:06.075225+05:30,BR05,BR05,R012253
E0019478,U0023804,ISSUED,2026-07-23T18:32:06.075225+05:30,BR03,BR05,R012253
E0019479,U0009275,ISSUED,2026-07-23T16:08:43.949698+05:30,BR03,BR03,R012254
E0019480,U0018722,ISSUED,2026-07-23T18:53:40.328826+05:30,BR03,BR03,R012255
E0019481,U0020378,ISSUED,2026-07-23T17:45:04.893522+05:30,BR05,BR05,R012256
E0019482,U0024600,ISSUED,2026-07-23T16:08:05.398614+05:30,BR04,BR04,R012257
E0019483,U0023890,ISSUED,2026-07-23T16:08:05.398614+05:30,BR04,BR04,R012257
E0019484,U0023892,ISSUED,2026-07-23T16:08:05.398614+05:30,BR04,BR04,R012257
E0019485,U0020896,ISSUED,2026-07-23T16:38:38.000527+05:30,BR01,BR01,R012258
E0019486,U0024142,ISSUED,2026-07-23T16:44:50.547327+05:30,BR06,BR06,R012259
E0019487,U0024104,ISSUED,2026-07-23T18:10:11.626115+05:30,BR01,BR01,R012260
E0019488,U0024121,ISSUED,2026-07-23T18:10:11.626115+05:30,BR01,BR01,R012260
E0019489,U0024325,ISSUED,2026-07-23T16:51:12.180764+05:30,BR04,BR04,R012261
E0019490,U0010490,ISSUED,2026-07-23T17:30:44.187358+05:30,BR03,BR03,R012262
E0019491,U0010690,ISSUED,2026-07-23T17:30:44.187358+05:30,BR03,BR03,R012262
E0019492,U0024234,ISSUED,2026-07-23T19:24:02.314357+05:30,BR06,BR06,R012263
E0019493,U0023739,ISSUED,2026-07-23T19:24:02.314357+05:30,BR02,BR06,R012263
E0019494,U0022336,ISSUED,2026-07-23T18:28:59.788645+05:30,BR01,BR01,R012264
E0019495,U0024029,ISSUED,2026-07-23T17:37:19.276432+05:30,BR06,BR06,R012265
E0019496,U0016296,ISSUED,2026-07-23T18:05:02.049327+05:30,BR04,BR04,R012266
E0019497,U0022338,ISSUED,2026-07-23T18:15:32.765362+05:30,BR01,BR01,R012267
E0019498,U0022347,ISSUED,2026-07-23T18:15:32.765362+05:30,BR01,BR01,R012267
E0019499,U0020921,ISSUED,2026-07-23T18:15:32.765362+05:30,BR01,BR01,R012267
E0019500,U0024000,ISSUED,2026-07-23T21:29:09.698777+05:30,BR03,BR03,R012268
E0019501,U0024350,ISSUED,2026-07-23T21:29:09.698777+05:30,BR03,BR03,R012268
E0019502,U0023924,ISSUED,2026-07-23T18:12:12.587672+05:30,BR02,BR02,R012269
E0019503,U0023096,ISSUED,2026-07-23T19:08:13.913954+05:30,BR06,BR06,R012270
E0019504,U0023124,ISSUED,2026-07-23T19:08:13.913954+05:30,BR06,BR06,R012270
E0019505,U0021820,ISSUED,2026-07-23T19:57:17.042974+05:30,BR01,BR01,R012271
E0019506,U0024092,ISSUED,2026-07-23T19:14:52.468232+05:30,BR06,BR06,R012272
E0019507,U0024131,ISSUED,2026-07-23T19:14:52.468232+05:30,BR06,BR06,R012272
E0019508,U0018161,ISSUED,2026-07-23T20:47:45.774089+05:30,BR03,BR03,R012273
E0019509,U0016244,ISSUED,2026-07-23T19:22:05.238985+05:30,BR02,BR02,R012274
E0019510,U0023990,ISSUED,2026-07-23T19:32:58.473515+05:30,BR01,BR01,R012275
E0019511,U0009177,ISSUED,2026-07-23T20:15:57.560275+05:30,BR01,BR01,R012276
E0019512,U0018737,ISSUED,2026-07-23T21:09:21.999472+05:30,BR03,BR03,R012277
E0019513,U0017707,ISSUED,2026-07-23T19:32:23.101922+05:30,BR02,BR02,R012278
E0019514,U0016297,ISSUED,2026-07-23T19:32:23.101922+05:30,BR02,BR02,R012278
E0019515,U0024302,ISSUED,2026-07-23T21:52:23.371377+05:30,BR01,BR01,R012279
E0019516,U0024425,ISSUED,2026-07-23T21:52:23.371377+05:30,BR01,BR01,R012279
E0019517,U0022367,ISSUED,2026-07-23T19:44:36.991010+05:30,BR01,BR01,R012280
E0019518,U0007061,ISSUED,2026-07-23T20:10:40.645839+05:30,BR02,BR02,R012281
E0019519,U0022984,ISSUED,2026-07-23T21:02:50.965734+05:30,BR06,BR06,R012282
E0019520,U0021683,ISSUED,2026-07-23T21:25:49.861805+05:30,BR06,BR06,R012283
E0019521,U0024025,ISSUED,2026-07-23T22:10:17.191288+05:30,BR01,BR01,R012284
E0019522,U0024050,ISSUED,2026-07-23T22:10:17.191288+05:30,BR01,BR01,R012284
E0019523,U0024593,ISSUED,2026-07-23T20:27:06.000428+05:30,BR04,BR04,R012285
E0019524,U0024187,ISSUED,2026-07-23T20:16:26.630283+05:30,BR04,BR04,R012286
E0019525,U0011069,ISSUED,2026-07-23T23:26:02.709357+05:30,BR01,BR01,R012287
E0019526,U0011134,ISSUED,2026-07-23T23:26:02.709357+05:30,BR01,BR01,R012287
E0019527,U0020745,ISSUED,2026-07-23T21:55:01.586483+05:30,BR05,BR05,R012288
E0019528,U0024020,ISSUED,2026-07-23T21:54:02.641625+05:30,BR04,BR04,R012289
E0019529,U0020759,ISSUED,2026-07-23T21:24:00.279651+05:30,BR05,BR05,R012290
E0019530,U0018724,ISSUED,2026-07-24T00:16:32.994681+05:30,BR01,BR01,R012291
E0019531,U0018732,ISSUED,2026-07-24T00:16:32.994681+05:30,BR01,BR01,R012291
E0019532,U0017407,ISSUED,2026-07-24T00:16:32.994681+05:30,BR01,BR01,R012291
E0019533,U0016237,ISSUED,2026-07-23T23:42:56.289451+05:30,BR02,BR02,R012292
E0019534,U0017670,ISSUED,2026-07-23T23:42:56.289451+05:30,BR02,BR02,R012292
E0019535,U0018183,ISSUED,2026-07-23T23:09:21.932568+05:30,BR03,BR03,R012293
E0019536,U0024172,ISSUED,2026-07-23T22:01:37.086671+05:30,BR02,BR02,R012294
E0019537,U0017448,ISSUED,2026-07-23T22:38:32.262673+05:30,BR01,BR01,R012295
E0019538,U0017557,ISSUED,2026-07-23T22:38:32.262673+05:30,BR01,BR01,R012295
E0019539,U0016249,ISSUED,2026-07-23T23:29:45.844696+05:30,BR02,BR02,R012296
E0019540,U0024047,ISSUED,2026-07-23T23:08:42.285234+05:30,BR04,BR04,R012297
E0019541,U0024135,ISSUED,2026-07-23T23:08:42.285234+05:30,BR04,BR04,R012297
E0019542,U0020761,ISSUED,2026-07-24T01:21:04.708917+05:30,BR05,BR05,R012298
E0019543,U0020788,ISSUED,2026-07-24T01:21:04.708917+05:30,BR05,BR05,R012298
E0019544,U0012797,ISSUED,2026-07-24T00:35:33.342391+05:30,BR04,BR04,R012299
E0019545,U0017673,ISSUED,2026-07-24T01:15:11.747741+05:30,BR02,BR02,R012300
E0019546,U0019352,ISSUED,2026-07-23T23:14:54.018349+05:30,BR05,BR05,R012301
E0019547,U0017999,ISSUED,2026-07-23T23:14:54.018349+05:30,BR05,BR05,R012301
E0019548,U0024002,ISSUED,2026-07-23T22:56:07.867704+05:30,BR01,BR01,R012302
E0019549,U0020434,ISSUED,2026-07-23T23:13:25.915906+05:30,BR01,BR01,R012303
E0019550,U0022925,ISSUED,2026-07-23T23:20:50.547492+05:30,BR04,BR04,R012304
E0019551,U0024040,ISSUED,2026-07-24T01:40:28.958298+05:30,BR01,BR01,R012305
E0019552,U0024061,ISSUED,2026-07-24T01:40:28.958298+05:30,BR01,BR01,R012305
E0019553,U0024415,ISSUED,2026-07-23T23:33:06.009157+05:30,BR02,BR02,R012306
E0019554,U0016070,EXPIRED,2026-07-23T10:14:20.983664+05:30,BR02,,
E0019555,U0016082,EXPIRED,2026-07-23T10:54:20.347645+05:30,BR02,,
E0019556,U0016083,EXPIRED,2026-07-23T11:02:36.723070+05:30,BR02,,
E0019557,U0016084,EXPIRED,2026-07-23T11:10:48.915656+05:30,BR02,,
E0019558,U0016156,EXPIRED,2026-07-23T14:09:32.104432+05:30,BR02,,
E0019559,U0016164,EXPIRED,2026-07-23T14:26:03.486112+05:30,BR02,,
E0019560,U0017523,EXPIRED,2026-07-23T11:18:30.022507+05:30,BR02,,
E0019561,U0023577,EXPIRED,2026-07-23T10:18:47.865409+05:30,BR02,,
E0019562,U0023694,EXPIRED,2026-07-23T14:51:03.700363+05:30,BR02,,
E0019563,U0023702,EXPIRED,2026-07-23T15:12:16.774668+05:30,BR02,,
E0019564,U0016027,EXPIRED,2026-07-23T08:38:18.989166+05:30,BR02,,
E0019565,U0016046,EXPIRED,2026-07-23T09:19:07.629259+05:30,BR02,,
E0019566,U0016144,EXPIRED,2026-07-23T13:50:13.655024+05:30,BR02,,
E0019567,U0016219,EXPIRED,2026-07-23T16:36:20.707919+05:30,BR02,,
E0019568,U0017575,EXPIRED,2026-07-23T13:26:59.610480+05:30,BR02,,
E0019569,U0017576,EXPIRED,2026-07-23T13:27:02.922878+05:30,BR02,,
E0019570,U0017583,EXPIRED,2026-07-23T14:13:48.930430+05:30,BR02,,
E0019571,U0020440,ISSUED,2026-07-24T07:46:52.414474+05:30,BR01,BR01,R012307
E0019572,U0016316,ISSUED,2026-07-24T08:36:03.540001+05:30,BR02,BR02,R012308
E0019573,U0016270,ISSUED,2026-07-24T07:49:15.400178+05:30,BR02,BR02,R012309
E0019574,U0024042,ISSUED,2026-07-24T09:28:52.066034+05:30,BR02,BR03,R012310
E0019575,U0019603,ISSUED,2026-07-24T07:46:01.617161+05:30,BR03,BR03,R012311
E0019576,U0020793,ISSUED,2026-07-24T08:21:57.975271+05:30,BR05,BR05,R012312
E0019577,U0022201,ISSUED,2026-07-24T08:21:57.975271+05:30,BR05,BR05,R012312
E0019578,U0024107,ISSUED,2026-07-24T08:42:20.529092+05:30,BR01,BR01,R012313
E0019579,U0024621,ISSUED,2026-07-24T11:32:47.806724+05:30,BR05,BR03,R012314
E0019580,U0024597,ISSUED,2026-07-24T11:42:14.228390+05:30,BR01,BR01,R012315
E0019581,U0024648,ISSUED,2026-07-24T11:42:14.228390+05:30,BR01,BR01,R012315
E0019582,U0020876,ISSUED,2026-07-24T08:34:07.649719+05:30,BR05,BR05,R012316
E0019583,U0022293,ISSUED,2026-07-24T08:34:07.649719+05:30,BR05,BR05,R012316
E0019584,U0024168,ISSUED,2026-07-24T10:12:10.763380+05:30,BR01,BR01,R012317
E0019585,U0024218,ISSUED,2026-07-24T10:12:10.763380+05:30,BR01,BR01,R012317
E0019586,U0023808,ISSUED,2026-07-24T10:09:33.575852+05:30,BR03,BR01,R012318
E0019587,U0023888,ISSUED,2026-07-24T12:02:01.431133+05:30,BR02,BR06,R012319
E0019588,U0016301,ISSUED,2026-07-24T12:52:04.996017+05:30,BR02,BR02,R012320
E0019589,U0017700,ISSUED,2026-07-24T12:56:53.599486+05:30,BR02,BR02,R012321
E0019590,U0017715,ISSUED,2026-07-24T12:56:53.599486+05:30,BR02,BR02,R012321
E0019591,U0020500,ISSUED,2026-07-24T13:15:14.920410+05:30,BR01,BR01,R012322
E0019592,U0020569,ISSUED,2026-07-24T13:15:14.920410+05:30,BR01,BR01,R012322
E0019593,U0020650,ISSUED,2026-07-24T13:15:14.920410+05:30,BR01,BR01,R012322
E0019594,U0024326,ISSUED,2026-07-24T10:08:49.105047+05:30,BR04,BR04,R012323
E0019595,U0019121,ISSUED,2026-07-24T10:35:33.054697+05:30,BR05,BR05,R012324
E0019596,U0017811,ISSUED,2026-07-24T10:35:33.054697+05:30,BR05,BR05,R012324
E0019597,U0017851,ISSUED,2026-07-24T10:35:33.054697+05:30,BR05,BR05,R012324
E0019598,U0024752,DISCARDED_TTI,2026-07-25T09:49:03.389734+05:30,BR04,,
E0019599,U0024753,DISCARDED_TTI,2026-07-25T09:49:03.389734+05:30,BR04,,
E0019600,U0024539,ISSUED,2026-07-24T10:40:38.404606+05:30,BR05,BR05,R012325
E0019601,U0009629,ISSUED,2026-07-24T10:31:51.356282+05:30,BR03,BR03,R012326
E0019602,U0005129,ISSUED,2026-07-24T10:22:35.408100+05:30,BR02,BR02,R012327
E0019603,U0005485,ISSUED,2026-07-24T10:22:35.408100+05:30,BR02,BR02,R012327
E0019604,U0022065,ISSUED,2026-07-24T14:04:52.557950+05:30,BR01,BR01,R012328
E0019605,U0020672,ISSUED,2026-07-24T14:04:52.557950+05:30,BR01,BR01,R012328
E0019606,U0022379,ISSUED,2026-07-24T12:27:16.120140+05:30,BR01,BR01,R012329
E0019607,U0022382,ISSUED,2026-07-24T12:27:16.120140+05:30,BR01,BR01,R012329
E0019608,U0024236,ISSUED,2026-07-24T11:59:56.443127+05:30,BR01,BR01,R012330
E0019609,U0023946,ISSUED,2026-07-24T14:20:31.271246+05:30,BR03,BR03,R012331
E0019610,U0024197,ISSUED,2026-07-24T14:20:31.271246+05:30,BR03,BR03,R012331
E0019611,U0017869,ISSUED,2026-07-24T11:05:23.342724+05:30,BR05,BR05,R012332
E0019612,U0024767,DISCARDED_TTI,2026-07-25T10:34:25.029628+05:30,BR02,,
E0019613,U0023812,ISSUED,2026-07-24T12:31:21.274319+05:30,BR05,BR05,R012333
E0019614,U0024770,DISCARDED_TTI,2026-07-25T10:39:02.676490+05:30,BR04,,
E0019615,U0024344,ISSUED,2026-07-24T13:04:14.465529+05:30,BR04,BR02,R012334
E0019616,U0022387,ISSUED,2026-07-24T13:54:22.322668+05:30,BR01,BR01,R012335
E0019617,U0021010,ISSUED,2026-07-24T13:54:22.322668+05:30,BR01,BR01,R012335
E0019618,U0004590,ISSUED,2026-07-24T14:36:06.191335+05:30,BR01,BR01,R012336
E0019619,U0004718,ISSUED,2026-07-24T14:36:06.191335+05:30,BR01,BR01,R012336
E0019620,U0017751,ISSUED,2026-07-24T14:48:58.060254+05:30,BR02,BR02,R012337
E0019621,U0017758,ISSUED,2026-07-24T14:48:58.060254+05:30,BR02,BR02,R012337
E0019622,U0022308,ISSUED,2026-07-24T14:46:34.978470+05:30,BR05,BR05,R012338
E0019623,U0022104,ISSUED,2026-07-24T15:41:17.588558+05:30,BR01,BR01,R012339
E0019624,U0020716,ISSUED,2026-07-24T15:41:17.588558+05:30,BR01,BR01,R012339
E0019625,U0024787,ISSUED,2026-07-24T12:41:47.733808+05:30,BR04,BR04,R012340
E0019626,U0024201,ISSUED,2026-07-24T12:53:57.650465+05:30,BR04,BR04,R012341
E0019627,U0017136,ISSUED,2026-07-24T13:24:47.768890+05:30,BR03,BR03,R012342
E0019628,U0018577,ISSUED,2026-07-24T13:24:47.768890+05:30,BR03,BR03,R012342
E0019629,U0017221,ISSUED,2026-07-24T13:24:47.768890+05:30,BR03,BR03,R012342
E0019630,U0022933,ISSUED,2026-07-24T13:00:14.934706+05:30,BR04,BR04,R012343
E0019631,U0022967,ISSUED,2026-07-24T13:00:14.934706+05:30,BR04,BR04,R012343
E0019632,U0022973,ISSUED,2026-07-24T13:00:14.934706+05:30,BR04,BR04,R012343
E0019633,U0016337,ISSUED,2026-07-24T15:03:10.277637+05:30,BR02,BR02,R012345
E0019634,U0005586,ISSUED,2026-07-24T13:29:51.611863+05:30,BR02,BR02,R012346
E0019635,U0005620,ISSUED,2026-07-24T13:29:51.611863+05:30,BR02,BR02,R012346
E0019636,U0024710,ISSUED,2026-07-24T12:51:59.598770+05:30,BR01,BR01,R012347
E0019637,U0024369,ISSUED,2026-07-24T14:36:14.573592+05:30,BR04,BR04,R012348
E0019638,U0023230,ISSUED,2026-07-24T16:17:49.554403+05:30,BR06,BR06,R012349
E0019639,U0024661,ISSUED,2026-07-24T14:54:12.069949+05:30,BR04,BR04,R012351
E0019640,U0024788,ISSUED,2026-07-24T16:13:42.864851+05:30,BR01,BR01,R012352
E0019641,U0024789,ISSUED,2026-07-24T16:13:42.864851+05:30,BR01,BR01,R012352
E0019642,U0022472,ISSUED,2026-07-24T14:30:16.174521+05:30,BR01,BR01,R012353
E0019643,U0021111,ISSUED,2026-07-24T14:30:16.174521+05:30,BR01,BR01,R012353
E0019644,U0018746,ISSUED,2026-07-24T17:33:12.128052+05:30,BR03,BR03,R012354
E0019645,U0017403,ISSUED,2026-07-24T17:33:12.128052+05:30,BR03,BR03,R012354
E0019646,U0023260,ISSUED,2026-07-24T15:05:10.458372+05:30,BR06,BR06,R012355
E0019647,U0018782,ISSUED,2026-07-24T15:12:50.353636+05:30,BR03,BR03,R012356
E0019648,U0024840,ISSUED,2026-07-24T18:56:03.869926+05:30,BR05,BR06,R012357
E0019649,U0017881,ISSUED,2026-07-24T16:13:53.891942+05:30,BR05,BR05,R012358
E0019650,U0017888,ISSUED,2026-07-24T16:13:53.891942+05:30,BR05,BR05,R012358
E0019651,U0017928,ISSUED,2026-07-24T16:13:53.891942+05:30,BR05,BR05,R012358
E0019652,U0024240,ISSUED,2026-07-24T18:44:35.442175+05:30,BR03,BR03,R012359
E0019653,U0022137,ISSUED,2026-07-24T18:07:32.866625+05:30,BR01,BR01,R012360
E0019654,U0023911,ISSUED,2026-07-24T21:20:50.527655+05:30,BR05,BR06,R012361
E0019655,U0024305,ISSUED,2026-07-24T21:12:50.479405+05:30,BR03,BR03,R012362
E0019656,U0024463,ISSUED,2026-07-24T21:12:50.479405+05:30,BR04,BR03,R012362
E0019657,U0020725,ISSUED,2026-07-24T18:45:58.052641+05:30,BR01,BR01,R012363
E0019658,U0024336,ISSUED,2026-07-24T16:31:39.788464+05:30,BR01,BR01,R012364
E0019659,U0005736,ISSUED,2026-07-24T18:32:59.867452+05:30,BR02,BR02,R012365
E0019660,U0017937,ISSUED,2026-07-24T19:07:17.729798+05:30,BR05,BR05,R012366
E0019661,U0017939,ISSUED,2026-07-24T19:07:17.729798+05:30,BR05,BR05,R012366
E0019662,U0016415,ISSUED,2026-07-24T16:52:15.972958+05:30,BR02,BR02,R012367
E0019663,U0016436,ISSUED,2026-07-24T16:52:15.972958+05:30,BR02,BR02,R012367
E0019664,U0016486,ISSUED,2026-07-24T20:34:33.890177+05:30,BR02,BR02,R012368
E0019665,U0017957,ISSUED,2026-07-24T20:34:33.890177+05:30,BR02,BR02,R012368
E0019666,U0017439,ISSUED,2026-07-24T19:21:58.179619+05:30,BR03,BR03,R012369
E0019667,U0024471,ISSUED,2026-07-24T19:47:24.931657+05:30,BR01,BR01,R012370
E0019668,U0024819,ISSUED,2026-07-24T20:25:53.860108+05:30,BR03,BR03,R012371
E0019669,U0024645,ISSUED,2026-07-24T18:09:25.652174+05:30,BR04,BR04,R012372
E0019670,U0010861,ISSUED,2026-07-24T19:11:58.390893+05:30,BR06,BR06,R012373
E0019671,U0024414,ISSUED,2026-07-24T18:38:23.134966+05:30,BR04,BR04,R012374
E0019672,U0024561,ISSUED,2026-07-24T18:38:23.134966+05:30,BR04,BR04,R012374
E0019673,U0017877,ISSUED,2026-07-24T20:41:05.194468+05:30,BR02,BR02,R012376
E0019674,U0024735,ISSUED,2026-07-24T19:24:49.689603+05:30,BR01,BR01,R012377
E0019675,U0023270,ISSUED,2026-07-24T20:20:54.326858+05:30,BR06,BR06,R012378
E0019676,U0023275,ISSUED,2026-07-24T20:20:54.326858+05:30,BR06,BR06,R012378
E0019677,U0022320,ISSUED,2026-07-24T20:14:04.046112+05:30,BR05,BR05,R012379
E0019678,U0020941,ISSUED,2026-07-24T20:14:04.046112+05:30,BR05,BR05,R012379
